id,EAP,HPL,MWS
id03327,0.5978620608063508,0.37825419125748216,0.023883747936164296
id18515,0.9834469470250763,0.0003336770809732702,0.01621937589395296
id21003,0.052345312579601136,0.0021695769059898802,0.9454851105144126
id23855,0.00046936457428301616,0.9009351317484693,0.09859550367724902
id20724,0.6839928664910302,0.22743794303598666,0.0885691904729817
id13303,0.702181028321964,0.009174196675262066,0.28864477500277336
id16521,6.43844019945174e-06,0.013529838138215539,0.9864637234215807
id20775,0.9999997825765613,2.1688238837467883e-07,5.410373297130732e-10
id13029,0.9999155184024594,3.4625819607350814e-05,4.9855777928462705e-05
id14660,0.938926314724029,0.05238533673045718,0.008688348545515874
id11028,0.0007232176592979388,2.9223880030092155e-05,0.9992475584606706
id14180,0.9739759906395019,0.02483092159528015,0.001193087765214776
id25860,0.9999999779006148,2.1946153910140064e-08,1.5323981349453336e-10
id11910,0.4588082365508355,0.008801005194686498,0.5323907582544786
id08065,0.2637238535345629,0.09001438557632813,0.646261760889109
id22674,6.623760529076851e-05,1.2825977214605141e-06,0.9999324797969961
id25018,0.04724039051296335,0.0028817614348505666,0.949877848052186
id10892,0.0003586108312505394,0.9996355608484684,5.828320277121978e-06
id10217,0.05728894394988431,0.9425369789828343,0.0001740770672775975
id12996,0.09736023076130304,0.34395130016783626,0.558688469070861
id18262,0.6771917324677167,0.025068761683005734,0.29773950584928366
id08606,1.5084060928438433e-06,0.9999973942674089,1.097326491547283e-06
id17233,0.83574528904093,0.03821096290416813,0.1260437480549025
id00101,0.6897008259947941,0.055174425560452225,0.2551247484447552
id12225,0.9232045291889163,0.07034945231993597,0.006446018491148164
id01364,0.023602799326882588,0.9740860335961177,0.002311167077005475
id24973,0.544922838359262,0.0749892015405835,0.3800879601001558
id25363,0.83623349230949,2.1737561207395976e-08,0.16376648595296012
id10061,0.3521751089325092,0.005539915905342103,0.6422849751621501
id17673,0.06352461801746588,0.9295998467030235,0.0068755352795080065
id13249,0.6999010460302661,0.05600009141540813,0.24409886255432597
id10107,0.0002560448191368391,2.620538893737295e-05,0.999717749791925
id04403,0.9297184312726269,4.186882311688878e-06,0.07027738184506786
id25728,0.9246085134120311,0.002359552077224458,0.07303193451074394
id16184,0.29592914279912313,0.05798624625077836,0.646084610950098
id03438,3.231959067331989e-05,1.8609467429523573e-08,0.9999676617998599
id22923,0.0025946578604395,0.9973718182470864,3.352389247724562e-05
id08610,0.9990534846267439,7.048458927341678e-05,0.0008760307839856615
id25355,0.029340643276256274,0.00219740468161671,0.9684619520421237
id16916,0.37604986232536397,0.605751676823824,0.018198460850814908
id12793,0.007186341291878403,0.9922011731515297,0.0006124855565902121
id11859,0.24629214232810998,0.10215366323781684,0.6515541944340741
id02434,0.9999999989245225,1.0725775090992259e-09,2.907839095514083e-12
id27703,0.0006483424259918731,0.00010144345821477839,0.9992502141157944
id25212,0.0011696259371235908,0.9988237248288033,6.649234079851984e-06
id11308,0.03936517394950545,0.2222268640473977,0.7384079620030961
id26094,0.9926109207656212,0.005573182390527168,0.0018158968438454369
id22080,0.7179701025754935,0.2780359522805769,0.003993945143929997
id03545,0.9966775546218392,0.0033125772086874394,9.868169472800918e-06
id23725,3.776832916751739e-05,0.0008759333207275851,0.9990862983501024
id12009,0.854077991336243,0.09935996201372375,0.0465620466500317
id24241,0.1821041580520599,0.13722402502974526,0.6806718169181951
id03596,0.0011251240977217718,0.9988599864115385,1.4889490743245988e-05
id10749,0.5939686209876831,0.37654804667195546,0.029483332340366635
id22794,0.00032468762239703516,1.04835336796533e-05,0.999664828843924
id15482,0.7376151821741708,0.018642516372366694,0.2437423014534685
id04833,0.6081107401783568,0.389693987805307,0.002195272016341179
id00397,3.0917873881066006e-06,2.6620732155320635e-13,0.9999969082123291
id14691,2.908344038066165e-05,1.2245322979495822e-06,0.999969692027322
id05193,0.008888556406047902,0.00046489445738861113,0.9906465491365624
id19541,0.9948950556853122,5.816823822647682e-05,0.00504677607645175
id22166,3.5526069756858e-08,3.389470522370849e-08,0.9999999305792382
id20744,0.000997645626379651,0.00010895666122257102,0.9988933977123976
id10392,2.409055664719268e-08,1.1606678108833892e-10,0.9999999757933725
id00770,0.9626687120007682,0.028870302440035255,0.008460985559192995
id06018,0.025299438072622048,0.9668716691984416,0.007828892728934455
id15678,0.004400773554755616,2.799366715779079e-05,0.9955712327780825
id08305,0.9376160596241172,0.05824503810936263,0.004138902266521059
id08903,0.3100555439476208,0.0927775021449993,0.5971669539073786
id14752,0.6715191894790815,0.32759070320351297,0.0008901073174117081
id12468,9.492167922838553e-05,0.9998951321287437,9.946192029614594e-06
id05085,0.38157931000514,0.6165003406017973,0.0019203493930560584
id21993,0.010145299189464416,0.00035753451887318905,0.9894971662916638
id15503,0.8757815086798865,0.12327819125068659,0.0009403000694252658
id03021,1.0769717927473907e-12,0.9999999997977511,2.0115088101683251e-10
id16123,0.9999999016463668,9.833307283610064e-08,2.0554728240747956e-11
id19383,0.9992439897966003,0.0007072588157793285,4.875138761929529e-05
id04186,0.9999818050158664,1.6212271709233394e-05,1.98271242703924e-06
id17954,2.0184940940494568e-06,7.809007783231006e-12,0.9999979814980883
id12030,0.3020483291951604,0.0061681928188940735,0.6917834779859463
id13020,0.8893378439928041,0.11033313030486022,0.0003290257023385775
id25327,0.0006162465278162324,0.217494640856142,0.7818891126160343
id16344,0.16158229179443498,0.09470764107348748,0.7437100671320748
id12303,0.05123577984141774,0.6670748915915442,0.28168932856704026
id15017,0.9978621640604779,0.002134400125442568,3.435814070495847e-06
id22308,0.7421096657137058,0.05335000531145767,0.2045403289748383
id06536,1.3097971145874123e-05,7.70891804178638e-05,0.9999098128484308
id19797,0.02396661724192526,0.9487032972703355,0.02733008548774089
id06332,0.14758819590191682,0.8234950254060606,0.02891677869202225
id22941,0.5566034709358055,0.08191644711431621,0.3614800819498768
id13547,0.013582261327443211,0.0034908152484378935,0.9829269234241188
id06928,0.0002117194142759571,1.207376642151544e-06,0.9997870732090794
id12521,0.7865042498310418,0.21103651139174415,0.002459238777215943
id25716,0.6405618983241892,0.01952467835647018,0.33991342331934016
id27116,8.839471693535255e-09,6.704484332798437e-10,0.9999999904900818
id19941,3.563307406329308e-05,0.9996065825323366,0.00035778439360180945
id05711,8.61696869685036e-06,4.7925249927364326e-05,0.9999434577813768
id02097,2.3339615327609003e-05,0.00014910980567630356,0.9998275505789908
id03563,0.00032038503142567057,0.9996784797947215,1.1351738590776427e-06
id02295,0.202755446098315,0.5475179968005743,0.24972655710111186
id08179,0.9999999999997726,2.3367286580183873e-13,6.126411675108401e-17
id05332,0.0033778006010089373,0.9822096990650683,0.014412500333923661
id15697,0.2132899712899613,0.0035935138790312384,0.7831165148310063
id17026,0.03506676349510072,0.004628472210600507,0.9603047642942972
id04243,0.9805054093916206,0.01808264431990817,0.001411946288476007
id13175,1.0,4.06312117774316e-17,2.3578984598345952e-21
id05387,0.9989094556349545,0.00016910758429764512,0.0009214367807507385
id19989,0.9609632868305162,0.02717204451279495,0.011864668656692222
id25173,0.796679505989025,0.007101463148874113,0.1962190308621077
id08925,0.003975691470748508,0.9953393567456958,0.0006849517835520771
id03034,0.0015594108640970767,0.9976835326696382,0.0007570564662615262
id13272,3.2752434425519684e-06,0.9999934190383444,3.305718211506441e-06
id07956,0.9964717059244697,0.00048451522448855614,0.0030437788510442126
id02648,0.0020693243737648394,0.0020296919221232247,0.9959009837041108
id01778,0.007832013130302807,6.006552063231108e-05,0.9921079213490664
id12846,2.2801260466841784e-05,2.5375020189212343e-09,0.9999771962020335
id19001,0.1116822076120532,0.001752071408486652,0.886565720979464
id05763,0.8352819231927845,0.03067820720220688,0.13403986960500747
id15590,2.3920603454893475e-05,4.817466355333713e-06,0.9999712619301918
id04912,0.5181226020416608,0.3413571234501708,0.14052027450817067
id21201,0.9910621080439709,0.007437300933772226,0.0015005910222582258
id13215,0.9915350482389136,0.0030053033994768027,0.005459648361609414
id15612,0.02116326382512948,0.9706056624889259,0.008231073685947938
id18501,0.001528369953038626,0.0068099295391453145,0.9916617005078161
id07223,0.17340359768284044,0.6362356244485043,0.1903607778686557
id06707,0.8554672952529139,0.11874285617172929,0.025789848575359053
id05238,5.433422616235651e-09,0.9999999924840495,2.082532168834456e-09
id00935,0.00025873062245548915,0.0022476759183581827,0.9974935934591915
id00110,0.5338414101574447,0.0007923357093644821,0.4653662541331932
id17476,0.9976989641928009,0.001642972284527552,0.0006580635226770504
id15170,0.9999738220468224,2.5308074098048175e-05,8.698790788352859e-07
id13397,0.41989119191721097,0.034537855800139475,0.545570952282652
id24283,0.44394959295011904,0.12558462925031538,0.430465777799568
id15234,0.9756142510643726,0.023776740927455683,0.000609008008169183
id16884,0.2616083330024314,0.4018507047645518,0.33654096223301516
id07831,0.19030758529150643,0.6809514930404094,0.12874092166808684
id16038,0.8857542871854138,0.1020552443084891,0.012190468506097521
id03629,0.8385085681641469,0.016719240705493014,0.14477219113035839
id21019,0.7185557268667171,0.2259118458378888,0.05553242729539489
id21835,0.25731965738797025,0.05399525200344483,0.6886850906085844
id04480,0.002133450518444071,0.9978643003373544,2.2491442042644158e-06
id20838,0.35687355220061073,0.6039560747805245,0.03917037301886029
id24195,0.37968057219629414,0.2894965446608359,0.3308228831428706
id05448,0.9845054941057226,0.010534521822781915,0.00495998407149822
id15957,0.021039455873869448,0.9778394233211202,0.0011211208050118063
id19956,0.00022704960342319637,1.3350152267341725e-07,0.9997728168950549
id15104,0.0013358251574439029,0.04614209578034209,0.9525220790622209
id17559,0.6570316856513674,0.2712969669059153,0.07167134744272047
id16839,0.1854988892203084,0.0549671438430607,0.7595339669366306
id14493,0.451672940453304,0.014619351075255768,0.5337077084714428
id08833,0.9654600414142762,0.0031117164337307185,0.03142824215199281
id15723,0.14315979727898007,0.21144706629264703,0.6453931364283728
id02716,0.999903759798823,9.457248707249657e-05,1.667714103025993e-06
id06689,0.0002837688847257051,0.9995345364632059,0.0001816946520737624
id18837,0.2539841523560843,0.08721664350603707,0.6587992041378808
id04466,0.9970059675203508,0.000904960790132821,0.0020890716895095806
id00686,0.998484820924658,0.00010122510049874752,0.0014139539748410672
id09010,0.04391000685181231,0.9557472992031696,0.00034269394502144595
id23353,0.4458110511888903,0.13115851547288104,0.42303043333823115
id00066,0.8702406628160203,0.11570925584021335,0.014050081343765588
id15724,0.026431585762421786,0.8680715985999071,0.10549681563766801
id23486,0.0683397161313429,0.002963364659520463,0.9286969192091359
id22258,0.006076471812806635,0.0017377712520196195,0.9921857569351704
id02292,0.7742752117234645,0.11485428955053276,0.11087049872600228
id16356,0.11675704873519134,0.0006397400083658363,0.8826032112564307
id00235,0.9642294982984265,0.0016612442573368702,0.03410925744423704
id25522,0.00211821545569896,2.3863787992696805e-06,0.9978793981654983
id04204,0.017136850450923193,0.9793250838453951,0.003538065703682067
id22016,0.6631940709698505,0.08984230846546226,0.24696362056468585
id06480,0.0003944514117701171,0.9995319568055882,7.359178263803207e-05
id08718,0.022262317810616453,0.008040171549977012,0.9696975106394057
id05251,4.84711319592771e-07,0.9999979261287042,1.589159988018777e-06
id03359,0.8405662691515361,0.07647346059673081,0.08296027025173681
id16117,6.063591394008791e-05,3.7667929464408244e-06,0.999935597293114
id17000,0.00011269075502778771,0.9998866105156144,6.987293564248788e-07
id01730,0.00467254595332651,0.9952419665675356,8.548747914064853e-05
id00630,0.3352254774789094,0.6048741290302283,0.05990039349086221
id18175,0.026391769980214617,0.0011377677918159284,0.9724704622279683
id00907,0.9907624238946535,0.004222425423448739,0.005015150681894584
id18251,0.001477340792962637,0.9985220594191083,5.997879230084029e-07
id25861,0.564582077475078,0.13793990547032883,0.2974780170545905
id00398,0.7007792212951037,0.0793515897573747,0.21986918894752291
id27573,0.9998829028373112,9.486397093444104e-08,0.0001170022987147366
id10022,2.9930983468741072e-05,0.9861678692071488,0.013802199809377446
id15901,0.002664407702078499,5.592939889816922e-07,0.9973350330039352
id00451,0.02555340856095474,0.004050182182593227,0.9703964092564464
id23129,0.006256143212469657,0.9913985037893668,0.0023453529981662686
id26498,0.638563203681978,0.33765983981433484,0.02377695650368901
id14741,0.1601062176638799,0.49206457150437805,0.3478292108317482
id18453,0.032893476723018594,0.00041796075869322027,0.9666885625182848
id08309,0.9797132789094589,0.0033078959913617673,0.016978825099175917
id00320,0.9999986554651287,5.1532515022077924e-08,1.2930023699737721e-06
id07688,0.0343756436974446,0.012996162045535015,0.9526281942570224
id01556,0.010265911638806772,0.0002556489123733878,0.9894784394488263
id00178,0.9231154855739743,0.00033040744798001984,0.07655410697804073
id18902,0.01701930156206761,0.0018436492336906015,0.9811370492042444
id27002,0.6829454565135781,0.20486452580279682,0.11219001768362473
id21418,0.999997980411088,1.9968561574501556e-06,2.2732752060050612e-08
id23018,0.338108042381326,0.11112904786188853,0.5507629097567848
id07032,0.4667435421574706,0.3289603946893945,0.2042960631531395
id16195,0.9956491725467604,1.901097036944137e-05,0.004331816482873979
id11202,0.012708537640194546,0.9754715408800467,0.01181992147975596
id09578,0.5455345818189742,0.06107946189912163,0.3933859562819039
id26984,0.8217303008296295,0.0075641443915901085,0.17070555477877944
id19856,0.00043165305333471614,0.9992729727042785,0.00029537424238476736
id12086,0.37579671476640975,0.028973235281629015,0.5952300499519647
id12052,0.004862086604382956,0.012169099405620765,0.9829688139899945
id17728,4.662281350864663e-06,2.0983229110273813e-08,0.9999953167354321
id24608,0.9569486521558186,0.0023960517156618173,0.04065529612852026
id21097,0.013681223441081084,0.001693283030125778,0.9846254935287992
id20179,6.032613991579075e-08,2.740744291735878e-13,0.9999999396735877
id15144,0.34360358876363356,0.4821243943130752,0.1742720169232919
id00206,0.9710985470078122,0.003738231447275519,0.025163221544913583
id22285,0.00023289210591725728,2.553125933832498e-05,0.9997415766347472
id06417,0.031666853790299196,0.3921191642361531,0.5762139819735447
id00215,0.0025484713474561355,0.997449208316751,2.3203357901042863e-06
id04201,0.037791731540716654,9.731841387916455e-05,0.9621109500454047
id21771,0.9741305093193414,0.021659448667766767,0.004210042012890456
id12451,0.10806778874154155,0.35136623877335094,0.5405659724851114
id14250,0.014087403643114038,0.9196473731746766,0.0662652231822094
id03433,0.0004091906407780517,0.9995776962217346,1.311313748442352e-05
id03303,0.015810940711436648,0.0005385285569542226,0.9836505307316077
id25901,0.42316853182479336,0.2841630319726448,0.2926684362025627
id06945,0.40152925433771114,0.005479535037875385,0.5929912106244155
id05664,0.19877585953669377,0.5247296586879803,0.2764944817753261
id05741,0.999999796358018,7.026227229956771e-10,2.029393695300659e-07
id10652,0.1942953242424836,0.17295867339100618,0.632746002366511
id16300,0.9999253048252736,2.9519461321621975e-05,4.517571339334053e-05
id12319,0.3014003243522583,0.23978308422020475,0.45881659142753906
id07500,0.016529999390710027,0.9834699960273303,4.5819608303632294e-09
id12478,0.2669366675621462,0.39399575335926884,0.33906757907858454
id03076,0.057238373148097,0.0003384289015515692,0.9424231979503473
id00969,0.20279684165373982,0.7559010211870354,0.041302137159218294
id23636,0.036364723254014165,0.8860690979419431,0.07756617880404156
id09791,0.01867536761357871,0.011770279538117701,0.9695543528483003
id05680,0.00026876530189612894,0.06315612843209348,0.9365751062660201
id03672,0.15805919374037555,0.8373245217127917,0.004616284546826419
id04286,0.00036398622042473734,0.9927846404210898,0.006851373358480385
id23883,9.417962624040787e-06,0.534045022784465,0.46594555925291575
id11914,0.8003113240848062,0.025714415288332983,0.17397426062685828
id20974,0.0034903103489259406,0.9958854501087921,0.0006242395422889827
id26125,0.0001519554162899372,0.00013221893606409405,0.9997158256476492
id15543,0.3965782599731689,0.0028017305352092243,0.6006200094916282
id19471,0.9999844518279525,3.321452863493185e-07,1.5216026764087824e-05
id11503,0.9379743124174909,0.053346176191682554,0.00867951139082822
id09321,0.0008072038512511399,0.9945407858603013,0.004652010288452097
id25560,2.5593104656188658e-09,4.789131518332775e-09,0.999999992651567
id06726,0.309641207758055,0.093497369003881,0.5968614232380647
id05709,0.9903483017315651,0.0012388352416621297,0.008412863026771335
id09788,0.06181165638382769,0.824037367522549,0.11415097609362175
id05289,0.9999999925880161,7.390086138447806e-09,2.1907883273327957e-11
id11815,0.001550838825850724,0.9967836034572902,0.0016655577168587959
id22422,0.42426777101798535,0.3137578877869831,0.26197434119503127
id25954,0.9400175151173294,5.531981676659745e-05,0.059927165065910275
id13601,0.38698481062619927,0.49231490396609956,0.12070028540770081
id05677,0.8636129269986204,4.207488572504122e-05,0.13634499811564849
id10498,8.74928622380268e-05,0.9999115527787046,9.543590584291878e-07
id02665,0.11286458011335262,0.87232315632825,0.014812263558400776
id10114,0.0009515646643893358,0.9510696168480176,0.047978818487594194
id26314,0.8558611888323824,0.13592283362227392,0.008215977545344307
id21240,0.2125331056801386,0.10520255644373756,0.6822643378761271
id15569,0.9826464503059712,0.017125797014741893,0.00022775267929331218
id25928,0.03717750836439592,0.01712542042889198,0.9456970712067055
id22706,0.033768778905693755,0.9662161454252453,1.5075669070166579e-05
id20877,0.0002957627380450704,0.9994504998873568,0.0002537373746031028
id04318,0.7891559483341516,0.029754363551845325,0.181089688114006
id18299,0.00661273187365342,0.9847515483548288,0.00863571977151618
id08126,0.0003880779098523048,9.223091298790153e-08,0.9996118298592308
id14293,0.060224975584818534,1.2226246484635202e-05,0.93976279816869
id12759,0.9996470751485064,0.00015777997349525807,0.00019514487799979276
id11983,0.4036298497730541,0.0077235189377045585,0.5886466312892482
id05580,0.024666150615759344,0.9327225660815098,0.04261128330273008
id25846,0.24550743667392333,0.4244087720972821,0.33008379122879583
id01939,0.21116784191439028,0.025737712671244778,0.7630944454143636
id26327,0.0461316341248505,0.5318853692200773,0.42198299665506867
id11068,0.008673105182350219,0.00024788277949984504,0.9910790120381537
id08404,0.993024657392358,0.0007696605226710421,0.006205682084973053
id27189,0.8124754791131085,0.18725341638410054,0.0002711045027898915
id15119,0.005521914078480072,0.9870535626414499,0.007424523280064055
id26525,0.9878070736482948,0.0018102345827372968,0.010382691768966107
id03618,0.5447753008145167,0.4124178864000938,0.04280681278539171
id27220,0.999825699370169,9.326858397812157e-05,8.103204585242085e-05
id18777,0.060111899864910785,0.007927977599374797,0.9319601225357139
id20213,0.8673373203828819,0.06366927008327002,0.06899340953385003
id20403,0.9251780715433581,0.07340604757970502,0.0014158808769425795
id03777,0.0014707615620784167,0.0014122812098992237,0.9971169572280264
id10595,0.001571279516208831,0.9982612985346041,0.00016742194919697943
id13816,0.14706224915560265,0.0001048537585769622,0.8528328970858224
id05667,0.0015128966688049774,0.004129563582761582,0.9943575397484405
id24629,0.14518389514464655,0.06331086274593643,0.7915052421094185
id20398,0.09095094029628031,0.21984755100110986,0.6892015087026059
id14108,1.0931941013037983e-05,1.1854930234075293e-06,0.9999878825659642
id06196,6.276350268929842e-06,0.9999909763018163,2.747347915096233e-06
id02800,0.04038019689615004,0.9477089973807821,0.011910805723066362
id18732,2.903925990256134e-05,0.9999625626377068,8.398102387648781e-06
id11915,0.01450925602017122,0.9724903519180387,0.013000392061785649
id09739,0.6018341877449092,0.06416930168141352,0.3339965105736779
id24672,0.9993538259474273,0.0005875668546726292,5.860719790849623e-05
id00414,5.574759376099857e-07,0.0001496034948316589,0.9998498390292214
id16307,0.9737049190168525,0.013614813355111815,0.01268026762803594
id14043,0.12828163282085436,0.02061525749032766,0.8511031096888199
id00517,2.959688050435136e-12,3.3032559278071783e-14,0.9999999999970157
id09744,0.9994995942587059,0.000500341314683478,6.442661328417713e-08
id19257,0.9605103229104547,0.013887344617777462,0.025602332471771502
id15437,0.17749614875577943,0.8130020496183014,0.009501801625912312
id16352,0.005467047952566567,0.006187283161010581,0.9883456688864262
id18849,0.34333474688753524,0.4243563565846539,0.23230889652780845
id19434,4.9671085377751025e-09,0.9999999887659642,6.266926398804548e-09
id17928,0.0446626389178994,0.0004143821308124856,0.9549229789512891
id16896,0.00923211894012368,8.46456796772521e-05,0.9906832353802001
id02135,0.34213631108691844,0.3257924277730745,0.3320712611400092
id15075,0.9761576915974655,0.022773126025215813,0.0010691823773130397
id27486,1.1366078323907896e-07,0.9999996470581377,2.392810732485621e-07
id19422,0.977456634449421,0.022005306612773796,0.000538058937802877
id09603,0.012809342907526703,0.9499235133291128,0.03726714376335872
id02133,0.014734759436067325,0.9768106381004055,0.008454602463530216
id03441,0.3711214907769303,0.002167789754289629,0.6267107194687762
id02398,0.000908202628625876,0.999089119781466,2.6775899113071222e-06
id05152,0.07463095743598747,0.0001624996860114073,0.9252065428779954
id17838,0.3062815285527273,0.027574370806849432,0.6661441006404217
id25060,0.9999994217659884,5.513126027318787e-07,2.6921402615852773e-08
id09998,0.006515541556485928,0.003474001082452361,0.9900104573610612
id01828,0.004117228816465861,0.9784174396429471,0.017465331540592426
id25377,0.3033929453086544,0.008194258226158145,0.688412796465187
id22175,0.0028383395696414807,0.9962121995485975,0.0009494608817600038
id02974,0.1058784594264303,0.0005445299622938196,0.8935770106112697
id26955,0.9989895456219595,0.000982762890440535,2.769148760241355e-05
id21091,0.9579813793957489,0.04124303612571773,0.0007755844785197175
id12802,0.905098123229745,0.0857411335170423,0.009160743253211314
id07432,4.7757723813461435e-12,0.9999999999519389,4.3286202329482043e-11
id18749,0.07699269595257717,0.28165423690764796,0.6413530671397691
id15030,3.2118991125612666e-05,4.0761607690021376e-05,0.9999271194011747
id17155,0.00100027993225515,0.9989910277511725,8.692316583817859e-06
id08128,6.004927498951848e-07,0.9998490821845888,0.00015031732265987385
id25706,9.653730281410474e-08,0.9997259008503236,0.0002740026123655585
id15645,0.7223301509152862,0.2604069600822478,0.017262889002469382
id04943,0.9885334487293733,0.001336989795306036,0.010129561475319545
id27566,9.452430499400456e-06,3.826719427961665e-07,0.999990164897545
id11765,0.3408633510598519,0.29215897962475534,0.36697766931539055
id13783,0.10273021216860807,0.6638717419554508,0.23339804587594076
id00492,0.00016251551920903691,6.58818666676619e-05,0.9997716026141199
id27636,0.0001553717151821835,9.497670029505574e-05,0.9997496515845231
id04273,0.998432344233851,0.001083018642426432,0.00048463712371454425
id02537,0.22923162687533724,0.3887758379399183,0.38199253518474413
id24349,0.9702418642193436,0.029672839802947135,8.529597770947983e-05
id00023,2.997750326439998e-07,0.999881856374816,0.00011784385015788008
id23025,0.4418557594047722,0.5539630547109846,0.004181185884239762
id08722,0.9258151884057502,0.010523878270766895,0.06366093332348297
id02420,0.9999993855408502,6.142601163345837e-07,1.990334638388216e-10
id10811,0.9630400998844024,0.0006777817038560853,0.03628211841174088
id04019,1.1737671396599715e-05,1.6853976770300005e-05,0.999971408351842
id18334,0.9943278657535697,0.005190587846605428,0.00048154639982667406
id16781,0.45499139682798445,0.4992619530534951,0.04574665011851943
id08773,0.05695230223347596,0.9428642547493192,0.00018344301720463869
id19214,0.3906452573915384,0.37495975378809954,0.23439498882035933
id09589,7.541379245066365e-06,0.9991054917127803,0.0008869669079696828
id24246,0.4576197571424626,0.00588450446563446,0.5364957383919025
id23577,0.8313758732087778,0.1678139167872311,0.0008102100039917559
id09305,0.5204926785929889,0.13244178811499868,0.34706553329201234
id16460,0.6662603452224839,0.013056142768426968,0.3206835120090906
id21115,0.3494366057983306,0.27699039541896475,0.3735729987827018
id25996,0.6277399033096518,0.06773639750495981,0.30452369918538746
id02551,0.00010722672807860642,0.00033655110232003405,0.9995562221696076
id19352,0.00027339642305359527,3.426376470434219e-08,0.999726569313182
id03806,0.009155085577542571,0.00015646703601603367,0.9906884473864417
id26544,0.6108873641461435,0.16606094993043605,0.22305168592342184
id18761,0.9971982760441973,0.0017439831787268555,0.00105774077708007
id24148,0.22622668673234503,0.7735596533933103,0.00021365987434038993
id16095,0.025253925471238132,0.9628819401927574,0.011864134336002292
id18442,0.9697061329344436,0.004284431938877131,0.02600943512667994
id22596,1.4938433607887185e-10,2.482157440062654e-13,0.9999999998503739
id23002,0.00106607940324151,0.0002730842182125499,0.9986608363785444
id04797,0.9996744205717969,5.5348081797111286e-05,0.0002702313464127038
id06610,0.0072931065941001265,0.00028385328809955103,0.992423040117805
id16173,0.31759445376937673,0.5227444794779376,0.1596610667526841
id18292,0.04220885625487734,0.0004408395946997812,0.9573503041504289
id27328,0.9987264976730351,7.597369004757617e-05,0.0011975286369142108
id01695,0.08183961352996003,0.9142791174198928,0.003881269050149045
id05761,0.938702215998653,0.00023038820925167988,0.06106739579209495
id16354,0.9963274284934763,0.001281447595533007,0.002391123910987145
id12207,0.009278331931484201,0.691608945850025,0.2991127222184978
id05665,0.12770312014588742,4.102012834754756e-06,0.8722927778412669
id01911,0.9513209269150676,0.046358583170129614,0.002320489914803843
id19153,0.0006764096560521272,0.00023275222707180935,0.9990908381168728
id10295,0.6731000144862921,0.31575521565330056,0.01114476986040884
id23038,0.5032851820256492,0.42702072034228095,0.06969409763206716
id23783,0.29723272046588,0.7027189460702886,4.8333463828894603e-05
id27879,0.9792135301565339,0.02069669898021634,8.977086325341015e-05
id19190,0.0002606664743642125,0.9997329874867934,6.346038842628333e-06
